transaction_id,customer_id,order_date,price,quantity,discount,location,total_amount
TXN_882224,STD_172100123,2024-06-16T22:09:56.816+07:00,1796.0,10,0.15,Hanoi,15266.0
TXN_108529,STD_172100123,2025-03-01T23:51:37.605+07:00,1639.86,10,0.04,Hanoi,15742.655
TXN_424126,STD_172100123,2024-05-29T07:58:29.755+07:00,1968.51,9,0.15,Can Tho,15059.102
TXN_674279,STD_172100123,2024-12-17T16:17:14.858+07:00,1935.91,9,0.13,Can Tho,15158.175
TXN_766843,STD_172100123,2024-11-27T13:03:54.881+07:00,1992.25,10,0.23,Hai Phong,15340.324
TXN_719013,STD_172100123,2024-09-04T13:06:55.570+07:00,1995.4,9,0.12,Hai Phong,15803.567
TXN_640894,STD_172100123,2025-01-27T18:51:35.631+07:00,1712.91,10,0.12,Hanoi,15073.607
TXN_696660,STD_172100123,2024-12-14T20:57:53.804+07:00,1859.61,10,0.19,Hanoi,15062.841
TXN_136030,STD_172100123,2025-04-02T09:46:55.616+07:00,1780.76,10,0.16,Hai Phong,14958.384
TXN_173972,STD_172100123,2024-10-08T06:50:18.798+07:00,1891.09,10,0.0,Hai Phong,18910.9
TXN_510672,STD_172100123,2025-02-24T01:49:46.749+07:00,1755.35,10,0.02,Can Tho,17202.43
TXN_259181,STD_172100123,2024-12-08T12:48:36.850+07:00,1839.03,9,0.01,Hai Phong,16385.758
TXN_470097,STD_172100123,2025-02-15T03:01:41.662+07:00,1748.16,10,0.14,Da Nang,15034.176
TXN_811109,STD_172100123,2024-08-01T11:48:22.705+07:00,1988.31,9,0.16,Hai Phong,15031.625
TXN_429008,STD_172100123,2024-09-13T02:20:36.788+07:00,1932.42,10,0.16,Can Tho,16232.33
TXN_613653,STD_172100123,2024-05-14T05:12:25.891+07:00,1626.11,10,0.01,Hanoi,16098.488
TXN_839433,STD_172100123,2024-06-03T11:26:54.681+07:00,1769.41,9,0.05,Can Tho,15128.456
TXN_736002,STD_172100123,2024-10-22T01:20:00.883+07:00,1800.28,10,0.09,Ho Chi Minh,16382.548
TXN_851755,STD_172100123,2024-06-23T01:05:43.633+07:00,1706.46,10,0.11,Ho Chi Minh,15187.493
TXN_524658,STD_172100123,2024-12-07T01:01:21.867+07:00,1972.3,10,0.21,Hanoi,15581.171
TXN_278261,STD_172100123,2024-05-25T00:58:56.861+07:00,1773.06,10,0.06,Hai Phong,16666.766
TXN_294616,STD_172100123,2025-02-11T04:37:05.913+07:00,1644.55,10,0.08,Hanoi,15129.86
TXN_396955,STD_172100123,2024-11-24T10:31:57.557+07:00,1960.47,10,0.05,Hai Phong,18624.465
TXN_710921,STD_172100123,2024-08-18T21:27:50.575+07:00,1786.32,10,0.0,Ho Chi Minh,17863.2
TXN_311048,STD_172100123,2024-07-23T10:25:08.630+07:00,1995.51,10,0.0,Can Tho,19955.1
TXN_905507,STD_172100123,2024-11-13T08:27:23.706+07:00,1969.87,9,0.08,Hanoi,16310.524
TXN_721108,STD_172100123,2024-07-23T12:56:09.713+07:00,1988.84,10,0.05,Hanoi,18893.98
TXN_547234,STD_172100123,2025-03-30T10:54:53.718+07:00,1934.85,10,0.17,Hanoi,16059.255
TXN_264707,STD_172100123,2024-04-15T20:16:12.761+07:00,1982.23,10,0.01,Hai Phong,19624.078
TXN_895474,STD_172100123,2024-07-28T08:42:33.818+07:00,1764.33,10,0.09,Da Nang,16055.401
TXN_937085,STD_172100123,2025-02-12T13:48:41.832+07:00,1733.04,10,0.12,Hanoi,15250.752
TXN_385163,STD_172100123,2024-06-26T22:50:34.754+07:00,1925.11,8,0.03,Da Nang,14938.854
TXN_944433,STD_172100123,2024-08-27T02:04:43.837+07:00,1970.72,10,0.05,Can Tho,18721.84
TXN_307303,STD_172100123,2024-10-28T06:24:07.856+07:00,1958.0,9,0.01,Da Nang,17445.78
TXN_195383,STD_172100123,2024-05-07T21:23:30.859+07:00,1945.45,8,0.04,Hai Phong,14941.056
TXN_734398,STD_172100123,2024-10-18T19:22:11.900+07:00,1970.36,10,0.0,Hanoi,19703.6
TXN_876579,STD_172100123,2024-09-30T19:59:49.617+07:00,1905.12,10,0.06,Ho Chi Minh,17908.127
TXN_419862,STD_172100123,2024-12-30T04:10:59.627+07:00,1818.05,10,0.15,Hai Phong,15453.426
TXN_287986,STD_172100123,2024-06-09T12:57:34.795+07:00,1553.55,10,0.01,Da Nang,15380.1455
TXN_733036,STD_172100123,2024-11-15T22:54:54.796+07:00,1871.46,10,0.18,Da Nang,15345.972
TXN_131582,STD_172100123,2025-02-10T06:29:29.817+07:00,1838.32,10,0.01,Hanoi,18199.367
TXN_201129,STD_172100123,2024-07-01T17:48:18.896+07:00,1565.02,10,0.01,Can Tho,15493.698
TXN_368522,STD_172100123,2024-11-13T19:48:51.787+07:00,1957.27,9,0.01,Ho Chi Minh,17439.275
TXN_900378,STD_172100123,2025-03-07T09:55:06.790+07:00,1868.01,10,0.07,Hanoi,17372.492
TXN_516976,STD_172100123,2025-03-08T13:12:18.560+07:00,1928.55,9,0.02,Can Tho,17009.812
TXN_885675,STD_172100123,2024-09-29T13:18:47.745+07:00,1728.86,10,0.0,Can Tho,17288.6
TXN_735128,STD_172100123,2025-02-22T03:55:43.790+07:00,1896.08,10,0.19,Can Tho,15358.247
TXN_670690,STD_172100123,2025-03-06T20:50:57.901+07:00,1963.29,8,0.04,Can Tho,15078.067
TXN_560646,STD_172100123,2024-06-08T04:45:39.544+07:00,1983.53,10,0.2,Hai Phong,15868.241
TXN_844903,STD_172100123,2025-03-15T17:51:53.579+07:00,1931.22,10,0.15,Da Nang,16415.37
TXN_926433,STD_172100123,2024-12-21T04:10:55.770+07:00,1733.66,9,0.01,Hanoi,15446.911
TXN_382917,STD_172100123,2024-09-15T04:10:48.580+07:00,1866.11,9,0.02,Ho Chi Minh,16459.09
TXN_702781,STD_172100123,2024-05-30T06:26:19.702+07:00,1914.04,10,0.02,Hanoi,18757.592
TXN_934482,STD_172100123,2024-07-29T01:04:56.815+07:00,1865.85,10,0.17,Can Tho,15486.555
TXN_573125,STD_172100123,2024-08-31T02:20:13.598+07:00,1920.36,10,0.06,Hanoi,18051.383
TXN_699163,STD_172100123,2024-05-23T12:03:58.601+07:00,1867.61,10,0.17,Da Nang,15501.162
TXN_310768,STD_172100123,2024-07-23T04:45:36.738+07:00,1812.35,9,0.04,Hai Phong,15658.703
TXN_442488,STD_172100123,2024-11-28T20:46:08.751+07:00,1921.34,10,0.13,Hai Phong,16715.658
TXN_576091,STD_172100123,2024-05-14T02:56:51.814+07:00,1950.67,10,0.01,Da Nang,19311.635
TXN_809102,STD_172100123,2024-08-09T08:50:05.882+07:00,1744.04,9,0.04,Can Tho,15068.506
TXN_355081,STD_172100123,2024-12-25T10:50:45.662+07:00,1776.39,10,0.03,Hanoi,17230.984
TXN_830076,STD_172100123,2025-03-27T22:30:19.726+07:00,1889.6,9,0.03,Ho Chi Minh,16496.209
TXN_229949,STD_172100123,2024-12-29T12:30:23.809+07:00,1994.39,10,0.08,Hanoi,18348.389
TXN_293624,STD_172100123,2024-08-23T00:11:20.868+07:00,1990.84,9,0.09,Can Tho,16304.9795
TXN_322443,STD_172100123,2024-11-30T23:35:50.546+07:00,1901.69,8,0.01,Can Tho,15061.385
TXN_485422,STD_172100123,2024-04-25T23:14:30.564+07:00,1704.32,10,0.03,Hanoi,16531.904
TXN_441012,STD_172100123,2024-06-13T08:08:38.690+07:00,1841.5,10,0.08,Hanoi,16941.8
TXN_425399,STD_172100123,2024-09-15T09:53:06.575+07:00,1992.98,9,0.16,Hanoi,15066.93
TXN_105869,STD_172100123,2024-09-17T09:54:50.763+07:00,1779.05,10,0.02,Hai Phong,17434.69
TXN_459264,STD_172100123,2024-11-27T09:00:58.764+07:00,1824.76,9,0.07,Ho Chi Minh,15273.241
TXN_343549,STD_172100123,2024-11-10T20:33:13.777+07:00,1895.79,8,0.01,Can Tho,15014.657
TXN_314437,STD_172100123,2024-10-21T13:54:01.791+07:00,1953.7,9,0.15,Ho Chi Minh,14945.805
TXN_956562,STD_172100123,2024-07-03T12:12:36.709+07:00,1806.37,10,0.15,Hanoi,15354.145
TXN_567813,STD_172100123,2025-03-12T14:34:59.721+07:00,1973.85,9,0.05,Ho Chi Minh,16876.418
TXN_434124,STD_172100123,2024-11-07T20:22:42.780+07:00,1997.98,9,0.06,Da Nang,16902.91
TXN_238529,STD_172100123,2024-09-10T09:36:18.579+07:00,1826.26,10,0.03,Can Tho,17714.723
TXN_782863,STD_172100123,2024-05-24T21:20:42.747+07:00,1976.69,10,0.01,Ho Chi Minh,19569.23
TXN_119043,STD_172100123,2024-08-09T04:48:52.844+07:00,1893.42,8,0.0,Can Tho,15147.36
TXN_387733,STD_172100123,2025-01-12T14:20:53.851+07:00,1753.48,10,0.07,Hanoi,16307.365
TXN_566993,STD_172100123,2024-05-11T06:31:57.653+07:00,1845.32,10,0.12,Hanoi,16238.815
TXN_391627,STD_172100123,2024-10-27T08:40:30.809+07:00,1882.32,10,0.14,Da Nang,16187.951
TXN_302672,STD_172100123,2024-09-28T17:27:26.561+07:00,1641.08,10,0.04,Hanoi,15754.366
TXN_190540,STD_172100123,2024-11-18T20:46:30.845+07:00,1902.23,9,0.05,Ho Chi Minh,16264.066
TXN_704831,STD_172100123,2024-07-24T14:45:57.831+07:00,1669.39,10,0.09,Hanoi,15191.449
TXN_607329,STD_172100123,2024-06-07T03:17:59.874+07:00,1886.23,10,0.16,Da Nang,15844.333
TXN_433074,STD_172100123,2024-11-06T07:43:20.561+07:00,1592.68,10,0.05,Hanoi,15130.461
TXN_751042,STD_172100123,2025-01-28T11:10:23.648+07:00,1896.38,9,0.02,Hai Phong,16726.072
TXN_615868,STD_172100123,2024-06-03T22:30:27.662+07:00,1731.26,10,0.04,Can Tho,16620.096
TXN_252572,STD_172100123,2024-07-14T09:48:41.680+07:00,1813.8,9,0.05,Hai Phong,15507.99
TXN_369227,STD_172100123,2024-05-07T06:10:05.708+07:00,1839.64,10,0.0,Can Tho,18396.4
TXN_385226,STD_172100123,2024-11-07T01:18:26.653+07:00,1999.95,9,0.17,Da Nang,14939.625
TXN_279790,STD_172100123,2024-07-16T01:10:32.701+07:00,1806.85,10,0.14,Da Nang,15538.91
TXN_800832,STD_172100123,2024-11-06T15:48:59.716+07:00,1560.01,10,0.04,Da Nang,14976.096
TXN_578800,STD_172100123,2024-09-15T12:24:20.771+07:00,1977.39,10,0.1,Hanoi,17796.51
TXN_927919,STD_172100123,2024-07-02T17:37:50.825+07:00,1706.04,10,0.02,Hai Phong,16719.193
TXN_200241,STD_172100123,2024-08-09T13:24:01.872+07:00,1935.22,10,0.16,Hai Phong,16255.848
TXN_412814,STD_172100123,2024-06-12T00:33:43.666+07:00,1746.98,9,0.04,Ho Chi Minh,15093.907
TXN_655196,STD_172100123,2024-10-15T00:54:15.800+07:00,1927.21,10,0.2,Can Tho,15417.68
TXN_802656,STD_172100123,2024-08-24T11:57:12.821+07:00,1998.16,10,0.11,Can Tho,17783.623
TXN_940178,STD_172100123,2024-05-21T21:17:57.567+07:00,1938.92,10,0.04,Da Nang,18613.633
TXN_776093,STD_172100123,2024-09-01T02:15:05.620+07:00,1985.3,8,0.03,Can Tho,15405.929
TXN_175907,STD_172100123,2024-09-20T04:32:02.731+07:00,1664.14,10,0.02,Ho Chi Minh,16308.572
TXN_516152,STD_172100123,2024-12-28T22:55:25.542+07:00,1788.79,10,0.04,Da Nang,17172.385
TXN_470093,STD_172100123,2024-11-12T14:29:11.687+07:00,1655.45,10,0.06,Hai Phong,15561.2295
TXN_534184,STD_172100123,2024-05-16T22:11:57.804+07:00,1986.81,10,0.05,Can Tho,18874.695
TXN_208302,STD_172100123,2025-03-23T00:50:01.721+07:00,1788.84,10,0.11,Da Nang,15920.676
TXN_814403,STD_172100123,2024-06-04T01:00:30.540+07:00,1966.23,10,0.19,Hanoi,15926.464
TXN_944064,STD_172100123,2024-11-25T04:29:27.620+07:00,1971.63,10,0.19,Da Nang,15970.204
TXN_600042,STD_172100123,2024-07-10T16:46:34.686+07:00,1908.72,10,0.07,Hanoi,17751.096
TXN_251071,STD_172100123,2024-08-18T09:36:28.703+07:00,1931.8,10,0.12,Ho Chi Minh,16999.84
TXN_847120,STD_172100123,2024-07-18T22:59:20.869+07:00,1945.04,10,0.09,Da Nang,17699.863
TXN_560240,STD_172100123,2024-07-22T19:22:11.871+07:00,1973.73,10,0.02,Can Tho,19342.555
TXN_434684,STD_172100123,2025-03-10T13:00:04.585+07:00,1923.78,9,0.01,Hai Phong,17140.879
TXN_160822,STD_172100123,2025-02-23T18:20:46.689+07:00,1979.95,10,0.12,Can Tho,17423.56
TXN_641823,STD_172100123,2025-04-06T09:08:03.722+07:00,1606.46,10,0.05,Da Nang,15261.369
TXN_170670,STD_172100123,2024-09-25T22:23:28.731+07:00,1966.9,9,0.1,Hanoi,15931.89
TXN_511027,STD_172100123,2024-11-14T14:37:18.568+07:00,1619.15,10,0.0,Hai Phong,16191.5
TXN_580748,STD_172100123,2024-07-22T18:30:16.600+07:00,1934.25,9,0.14,Hanoi,14971.096
TXN_120510,STD_172100123,2024-08-20T13:31:29.631+07:00,1993.15,10,0.12,Can Tho,17539.72
TXN_661327,STD_172100123,2024-09-21T07:03:29.771+07:00,1971.0,10,0.19,Ho Chi Minh,15965.1
TXN_678682,STD_172100123,2024-11-10T11:40:08.552+07:00,1630.33,10,0.05,Ho Chi Minh,15488.135
TXN_214968,STD_172100123,2024-08-27T05:00:20.682+07:00,1986.73,10,0.12,Hanoi,17483.225
TXN_759671,STD_172100123,2025-03-08T15:12:32.822+07:00,1986.77,10,0.16,Da Nang,16688.867
TXN_387114,STD_172100123,2024-09-02T03:20:28.714+07:00,1998.73,10,0.21,Ho Chi Minh,15789.968
TXN_733622,STD_172100123,2024-09-09T02:49:17.636+07:00,1749.15,10,0.02,Hai Phong,17141.67
TXN_806923,STD_172100123,2024-12-28T22:21:25.649+07:00,1775.45,9,0.06,Can Tho,15020.307
TXN_721069,STD_172100123,2024-11-22T02:58:19.681+07:00,1855.67,10,0.18,Ho Chi Minh,15216.495
TXN_806240,STD_172100123,2024-09-20T10:17:17.682+07:00,1765.4,10,0.13,Hanoi,15358.98
TXN_493113,STD_172100123,2025-02-12T02:59:14.734+07:00,1826.47,10,0.14,Can Tho,15707.642
TXN_889260,STD_172100123,2024-08-13T17:31:53.904+07:00,1947.69,10,0.22,Can Tho,15191.98
TXN_948354,STD_172100123,2024-05-11T12:02:00.580+07:00,1936.41,9,0.02,Can Tho,17079.137
TXN_657130,STD_172100123,2024-10-09T04:16:10.615+07:00,1743.74,10,0.08,Hai Phong,16042.408
TXN_266389,STD_172100123,2025-04-03T20:33:02.635+07:00,1792.07,9,0.05,Da Nang,15322.198
TXN_872323,STD_172100123,2025-01-21T15:49:54.635+07:00,1768.63,10,0.04,Hai Phong,16978.848
TXN_450254,STD_172100123,2024-07-18T08:34:42.595+07:00,1999.48,9,0.11,Da Nang,16015.835
TXN_253811,STD_172100123,2024-09-12T02:54:15.912+07:00,1865.08,9,0.02,Da Nang,16450.004
TXN_143526,STD_172100123,2025-03-02T00:26:23.718+07:00,1833.65,10,0.02,Hai Phong,17969.77
TXN_244373,STD_172100123,2024-11-10T20:49:32.767+07:00,1961.09,10,0.17,Can Tho,16277.047
TXN_880842,STD_172100123,2024-05-23T02:11:09.825+07:00,1958.41,9,0.12,Hai Phong,15510.606
TXN_346633,STD_172100123,2024-10-17T14:25:28.568+07:00,1891.56,9,0.11,Da Nang,15151.396
TXN_768777,STD_172100123,2025-03-04T15:28:51.588+07:00,1875.17,9,0.07,Da Nang,15695.174
TXN_821926,STD_172100123,2024-04-17T13:26:43.791+07:00,1838.78,10,0.16,Ho Chi Minh,15445.753
TXN_504208,STD_172100123,2024-09-20T21:28:11.873+07:00,1696.63,10,0.04,Hanoi,16287.648
TXN_238934,STD_172100123,2024-04-23T18:47:31.911+07:00,1971.95,9,0.01,Hanoi,17570.074
TXN_400890,STD_172100123,2025-01-17T13:02:58.622+07:00,1869.51,9,0.03,Hai Phong,16320.822
TXN_265170,STD_172100123,2024-12-16T05:00:48.688+07:00,1636.73,10,0.01,Can Tho,16203.627
TXN_770428,STD_172100123,2024-05-02T00:19:12.801+07:00,1935.13,9,0.0,Hanoi,17416.17
TXN_216994,STD_172100123,2025-01-26T02:23:15.871+07:00,1943.3,9,0.06,Da Nang,16440.318
TXN_974973,STD_172100123,2024-07-26T05:25:04.696+07:00,1887.88,10,0.06,Can Tho,17746.072
TXN_130535,STD_172100123,2024-04-12T16:07:49.878+07:00,1968.04,10,0.02,Ho Chi Minh,19286.793
TXN_497867,STD_172100123,2024-08-17T06:10:06.590+07:00,1669.31,10,0.06,Hai Phong,15691.516
TXN_212362,STD_172100123,2025-02-09T09:56:07.800+07:00,1914.25,10,0.03,Hanoi,18568.225
TXN_581979,STD_172100123,2024-08-09T14:41:30.882+07:00,1791.77,10,0.11,Ho Chi Minh,15946.752
TXN_997720,STD_172100123,2024-05-18T13:08:21.798+07:00,1691.66,10,0.11,Hai Phong,15055.773
TXN_457655,STD_172100123,2024-08-11T03:02:50.817+07:00,1923.67,8,0.03,Hai Phong,14927.68
TXN_176679,STD_172100123,2024-10-06T11:30:17.901+07:00,1828.91,10,0.11,Hanoi,16277.299
TXN_717387,STD_172100123,2024-09-28T04:35:27.598+07:00,1971.59,9,0.09,Hai Phong,16147.322
TXN_769465,STD_172100123,2024-09-26T14:54:54.719+07:00,1965.5,10,0.21,Hanoi,15527.45
TXN_975866,STD_172100123,2024-05-03T18:35:19.812+07:00,1872.86,10,0.01,Hai Phong,18541.314
TXN_893651,STD_172100123,2024-04-24T14:49:49.815+07:00,1850.47,9,0.09,Hanoi,15155.35
TXN_423402,STD_172100123,2024-06-12T02:56:26.554+07:00,1796.47,9,0.05,Hai Phong,15359.817
TXN_103200,STD_172100123,2024-10-31T22:28:11.568+07:00,1926.78,9,0.09,Hanoi,15780.327
TXN_562604,STD_172100123,2024-08-14T02:02:56.647+07:00,1780.4,10,0.09,Da Nang,16201.64
TXN_672137,STD_172100123,2025-02-15T00:29:05.700+07:00,1847.54,10,0.1,Da Nang,16627.86
TXN_451757,STD_172100123,2024-12-01T08:38:19.793+07:00,1849.38,10,0.14,Hanoi,15904.669
TXN_723069,STD_172100123,2024-11-07T23:09:42.907+07:00,1916.14,9,0.04,Da Nang,16555.45
TXN_251019,STD_172100123,2024-07-16T15:15:35.809+07:00,1686.13,10,0.0,Da Nang,16861.3
TXN_757917,STD_172100123,2024-06-06T00:27:03.855+07:00,1699.92,10,0.12,Can Tho,14959.297
TXN_597330,STD_172100123,2025-02-28T18:30:36.598+07:00,1886.91,10,0.2,Da Nang,15095.28
TXN_142533,STD_172100123,2025-03-30T00:55:11.766+07:00,1741.62,9,0.04,Can Tho,15047.597
TXN_593918,STD_172100123,2025-01-07T17:21:45.347+07:00,1986.82,10,0.21,Hanoi,15695.878
TXN_207554,STD_172100123,2024-05-16T01:55:51.957+07:00,1853.99,10,0.02,Ho Chi Minh,18169.104
TXN_378649,STD_172100123,2025-01-25T23:10:18.067+07:00,1943.66,10,0.23,Hanoi,14966.182
TXN_450183,STD_172100123,2024-04-12T00:54:00.106+07:00,1930.82,10,0.14,Can Tho,16605.05
TXN_782587,STD_172100123,2025-01-30T19:17:39.169+07:00,1942.29,10,0.23,Hai Phong,14955.633
TXN_396017,STD_172100123,2024-10-06T08:59:02.188+07:00,1580.56,10,0.01,Da Nang,15647.545
TXN_996306,STD_172100123,2024-12-15T02:51:31.356+07:00,1873.95,10,0.18,Ho Chi Minh,15366.39
TXN_363612,STD_172100123,2025-03-04T15:57:58.216+07:00,1672.91,10,0.02,Ho Chi Minh,16394.518
TXN_302751,STD_172100123,2025-03-26T16:00:03.917+07:00,1666.28,10,0.04,Can Tho,15996.288
TXN_158008,STD_172100123,2025-02-27T19:43:22.948+07:00,1835.61,10,0.04,Can Tho,17621.855
TXN_708086,STD_172100123,2024-12-19T08:56:39.234+07:00,1934.2,10,0.2,Hai Phong,15473.601
TXN_364046,STD_172100123,2024-06-16T10:43:48.445+07:00,1929.51,9,0.07,Can Tho,16149.999
TXN_517720,STD_172100123,2025-04-08T15:51:41.576+07:00,1784.63,9,0.01,Ho Chi Minh,15901.054
TXN_278702,STD_172100123,2024-09-04T04:34:14.015+07:00,1987.6,10,0.24,Da Nang,15105.76
TXN_906927,STD_172100123,2024-08-31T22:41:01.194+07:00,1915.46,10,0.08,Hai Phong,17622.232
TXN_137160,STD_172100123,2024-11-21T03:42:10.300+07:00,1937.52,9,0.04,Ho Chi Minh,16740.172
TXN_296300,STD_172100123,2024-12-01T07:32:46.308+07:00,1613.88,10,0.04,Da Nang,15493.247
TXN_432130,STD_172100123,2024-10-27T08:26:38.321+07:00,1991.16,10,0.12,Da Nang,17522.207
TXN_121746,STD_172100123,2025-01-27T15:37:03.384+07:00,1970.13,10,0.22,Da Nang,15367.014
TXN_478954,STD_172100123,2024-05-04T06:13:34.980+07:00,1816.99,10,0.17,Hai Phong,15081.017
TXN_795870,STD_172100123,2024-04-20T16:18:24.213+07:00,1826.16,9,0.04,Can Tho,15778.021
TXN_712340,STD_172100123,2024-05-20T23:45:29.521+07:00,1625.37,10,0.04,Da Nang,15603.552
TXN_372988,STD_172100123,2024-09-13T22:46:24.024+07:00,1954.24,9,0.15,Ho Chi Minh,14949.937
TXN_560523,STD_172100123,2025-01-15T02:42:08.062+07:00,1846.13,10,0.12,Can Tho,16245.944
TXN_930748,STD_172100123,2024-11-18T14:41:08.372+07:00,1971.88,10,0.04,Da Nang,18930.049
TXN_480091,STD_172100123,2024-09-04T05:34:04.005+07:00,1814.27,9,0.01,Can Tho,16165.1455
TXN_151000,STD_172100123,2024-10-10T07:50:36.226+07:00,1911.89,9,0.09,Can Tho,15658.378
TXN_500680,STD_172100123,2025-02-11T01:36:15.408+07:00,1961.59,9,0.04,Hai Phong,16948.139
TXN_637931,STD_172100123,2024-12-11T15:17:23.424+07:00,1841.69,10,0.15,Hanoi,15654.364
TXN_947776,STD_172100123,2024-04-25T18:35:33.543+07:00,1826.91,10,0.06,Hanoi,17172.953
TXN_457147,STD_172100123,2025-03-29T11:12:12.964+07:00,1957.93,9,0.11,Ho Chi Minh,15683.0205
TXN_842370,STD_172100123,2024-07-04T13:45:18.964+07:00,1960.34,9,0.12,Hai Phong,15525.894
TXN_800798,STD_172100123,2024-12-18T02:16:30.039+07:00,1909.85,10,0.15,Can Tho,16233.726
TXN_385543,STD_172100123,2025-01-02T01:45:26.047+07:00,1783.56,10,0.06,Hai Phong,16765.465
TXN_225245,STD_172100123,2024-11-10T09:24:00.064+07:00,1978.19,10,0.22,Hanoi,15429.88
TXN_253281,STD_172100123,2024-08-08T10:50:35.138+07:00,1943.17,10,0.08,Hai Phong,17877.166
TXN_254899,STD_172100123,2024-05-20T21:41:33.140+07:00,1734.74,9,0.0,Ho Chi Minh,15612.66
TXN_633178,STD_172100123,2025-04-07T01:46:32.335+07:00,1821.1,9,0.05,Ho Chi Minh,15570.405
TXN_710432,STD_172100123,2024-11-06T11:56:25.924+07:00,1667.83,10,0.03,Can Tho,16177.95
TXN_462693,STD_172100123,2024-05-22T07:10:12.079+07:00,1944.45,10,0.13,Ho Chi Minh,16916.715
TXN_764313,STD_172100123,2024-11-09T22:07:41.418+07:00,1513.72,10,0.0,Ho Chi Minh,15137.199
TXN_575854,STD_172100123,2025-02-25T04:06:45.162+07:00,1682.11,10,0.03,Da Nang,16316.467
TXN_584772,STD_172100123,2024-12-29T02:07:36.197+07:00,1908.06,10,0.21,Ho Chi Minh,15073.676
TXN_443657,STD_172100123,2024-10-25T14:37:37.543+07:00,1890.6,9,0.08,Hanoi,15654.169
TXN_827077,STD_172100123,2024-05-23T04:25:24.099+07:00,1784.39,10,0.0,Hanoi,17843.9
TXN_174226,STD_172100123,2024-05-10T13:59:55.121+07:00,1777.15,9,0.03,Can Tho,15514.5205
TXN_431432,STD_172100123,2024-05-07T21:04:23.272+07:00,1805.03,10,0.15,Can Tho,15342.756
TXN_584615,STD_172100123,2024-09-15T16:04:58.551+07:00,1796.77,10,0.05,Hai Phong,17069.314
TXN_683673,STD_172100123,2024-05-27T07:40:48.579+07:00,1828.25,10,0.1,Hai Phong,16454.25
TXN_241702,STD_172100123,2024-05-13T12:14:07.991+07:00,1986.06,10,0.12,Can Tho,17477.33
TXN_926771,STD_172100123,2024-04-25T16:33:10.080+07:00,1740.83,10,0.12,Hai Phong,15319.303
TXN_989883,STD_172100123,2024-10-05T06:59:09.338+07:00,1866.9,9,0.08,Hai Phong,15457.932
TXN_894026,STD_172100123,2024-04-10T16:08:29.108+07:00,1773.43,10,0.04,Da Nang,17024.928
